orig1+TLres50,trans1+TLvgg16+Adam,normf1+TLvgg16,mix+lr,mix+lgb,mix+svm,lr9,xgb,svm,knn,avg2,mini2,id
0.001498,0.000097,0.000110,0.000104,0.009041,0.111490,0.007462,0.005154,0.009334,0.001000,0.005738,0.004673,42c59d6a
0.602631,0.110257,0.330365,1.000000,0.250557,0.983801,0.282081,0.479400,0.293351,0.333102,0.346984,0.440166,66940d2f
0.387273,0.039249,0.025467,0.396090,0.004376,0.816928,0.040563,0.008064,0.067686,0.001000,0.029328,0.010826,d1ab883f
0.743346,0.443877,0.862294,1.000000,0.318337,0.194160,0.569101,0.550203,0.472714,0.706650,0.574667,0.574810,30f69e66
0.063537,0.322799,0.461601,0.159430,0.036081,0.160942,0.058477,0.065394,0.028454,0.087469,0.059949,0.067075,35dc2fa8
0.633546,0.580782,0.267242,0.969867,0.890149,0.973752,0.802184,0.939456,0.824862,0.864312,0.857703,0.918986,95d5620a
0.203136,0.036495,0.005209,0.999941,0.675381,0.985197,0.214161,0.522941,0.201432,0.230399,0.292233,0.447317,f476c362
0.283327,0.049771,0.010814,1.000000,0.070428,0.935631,0.076758,0.220689,0.085263,0.187591,0.142575,0.205607,37356fd3
0.680318,0.152230,0.101656,0.999992,0.551208,0.990619,0.346199,0.540730,0.388792,0.406427,0.420537,0.506141,8b016790
0.341324,0.026510,0.015237,0.999999,0.084652,0.895509,0.075094,0.204093,0.081701,0.185909,0.136699,0.192652,e22cc599
0.365842,0.080342,0.287175,0.999904,0.688678,0.901296,0.373405,0.622811,0.321324,0.320519,0.409515,0.546879,ddc318e3
0.000087,0.003796,0.003024,0.001611,0.003656,0.000189,0.006492,0.005159,0.009301,0.001000,0.005488,0.004675,d2ede6e7
0.583875,0.501829,0.073702,0.999998,0.730224,0.994859,0.612849,0.680096,0.608448,0.601369,0.625691,0.661521,ca986a62
0.026110,0.001007,0.001035,0.000357,0.002393,0.000100,0.006543,0.004900,0.009278,0.001000,0.005430,0.004480,85cedf12
0.997802,0.996370,0.995982,0.998383,0.995811,0.952606,0.989593,0.994482,0.982750,0.999000,0.991456,0.995928,006655ad
0.197348,0.023453,0.062391,0.989728,0.214583,0.979543,0.102851,0.161066,0.101629,0.196619,0.140541,0.163857,589d1f8b
0.489182,0.417727,0.304185,0.879977,0.892485,0.824176,0.665063,0.567804,0.673727,0.611121,0.629429,0.583890,d65cd207
0.604733,0.766196,0.889230,0.999178,0.848274,0.013389,0.863661,0.689600,0.739775,0.810322,0.775840,0.716461,84a51b2a
0.022523,0.000096,0.000094,0.326419,0.009641,0.775025,0.023474,0.005239,0.041173,0.008495,0.019595,0.008303,1f556052
0.363424,0.064478,0.079951,0.791914,0.064448,0.315404,0.038027,0.015463,0.019048,0.054668,0.031801,0.023025,7f9f3f26
0.843696,0.736579,0.925473,0.999999,0.888473,0.975038,0.968351,0.985600,0.976788,0.994459,0.981299,0.988041,f1cb2169
0.586105,0.542876,0.795185,0.999808,0.589093,0.963688,0.856118,0.948905,0.890735,0.969935,0.916423,0.950193,5fdb7edd
0.623870,0.761670,0.809543,0.851384,0.886826,0.546586,0.913528,0.962744,0.934883,0.941048,0.938051,0.958167,47906d73
0.044771,0.140479,0.107078,0.703308,0.038119,0.494025,0.041253,0.050323,0.020101,0.040648,0.038081,0.046533,56de935c
0.999530,0.997460,0.996758,0.998558,0.999423,0.999900,0.990334,0.994458,0.982493,0.999000,0.991571,0.995893,0418705e
0.999789,0.995979,0.998883,0.980799,0.998130,0.998652,0.990167,0.994657,0.982500,0.999000,0.991581,0.996042,9a1f69b2
0.260011,0.099630,0.010182,0.999882,0.610922,0.999900,0.231938,0.495593,0.211494,0.267133,0.301540,0.434406,2a95b056
0.008310,0.000514,0.000935,0.741323,0.007616,0.162155,0.014453,0.005479,0.009609,0.047828,0.019342,0.013649,fd950286
0.659179,0.507968,0.768447,1.000000,0.883585,0.609759,0.865488,0.852409,0.899920,0.979042,0.899215,0.880419,87dddc4d
0.213477,0.025727,0.002788,0.999029,0.713300,0.997007,0.226088,0.507544,0.218535,0.236877,0.297261,0.438185,751f5682
0.514725,0.367603,0.110382,0.999997,0.956889,0.999077,0.650079,0.745950,0.621678,0.589664,0.651843,0.709447,a6208877
0.756394,0.907070,0.910022,0.675973,0.634819,0.579992,0.919842,0.898483,0.946326,0.854917,0.904892,0.894908,26a49b94
0.213726,0.018041,0.005156,0.995661,0.083467,0.562053,0.042645,0.062511,0.025033,0.073183,0.050843,0.062030,dfe78561
0.499920,0.287091,0.071320,0.351765,0.118637,0.080049,0.042512,0.020958,0.029100,0.022750,0.028830,0.021876,cf37dc90
0.391596,0.061468,0.011961,0.999996,0.747300,0.999900,0.290369,0.491276,0.292789,0.288058,0.340623,0.440618,1cdc9fb7
0.623945,0.185617,0.811509,1.000000,0.562118,0.956779,0.712120,0.776085,0.739250,0.796693,0.756037,0.778505,cd1a13cb
0.701297,0.582546,0.777994,1.000000,0.917059,0.998878,0.935850,0.985246,0.955678,0.999000,0.968944,0.987182,aaee25d1
0.639251,0.818192,0.963238,0.965459,0.977008,0.920176,0.973414,0.981484,0.973233,0.999000,0.981783,0.985568,4462aabb
0.984972,0.990118,0.995695,0.961925,0.998926,0.995576,0.989645,0.994673,0.982629,0.999000,0.991487,0.996063,d47ba10c
0.000102,0.003202,0.007042,0.000157,0.004201,0.000100,0.006538,0.004900,0.009298,0.001000,0.005434,0.004481,5e79a476
0.872235,0.870679,0.565105,0.852915,0.966982,0.854630,0.947286,0.986393,0.966257,0.959136,0.964768,0.981342,aaad61d8
0.658388,0.462364,0.582973,0.999997,0.109674,0.960406,0.551812,0.819145,0.548503,0.693754,0.653304,0.778513,0dd8474f
0.204444,0.176204,0.327117,0.999995,0.708820,0.733463,0.375108,0.492326,0.241112,0.298508,0.351764,0.439824,5fd9cb5e
0.272119,0.076987,0.018144,0.999994,0.843952,0.912457,0.297077,0.513857,0.265981,0.242305,0.329805,0.447147,5c23d503
0.730177,0.793866,0.900469,0.999997,0.932623,0.937601,0.969210,0.988105,0.975746,0.999000,0.983015,0.990686,97ac33c1
0.409101,0.090563,0.452912,0.999997,0.161180,0.548888,0.163929,0.352395,0.080053,0.177233,0.193403,0.301726,e944eb0c
0.758413,0.730820,0.827286,0.999999,0.931592,0.996049,0.962137,0.986827,0.972785,0.999000,0.980187,0.989529,31c2fea7
0.933877,0.891839,0.855283,0.963669,0.169130,0.635535,0.855743,0.927292,0.837744,0.916633,0.884353,0.920513,916927c7
0.241084,0.193854,0.087361,0.088501,0.289300,0.357420,0.045603,0.024128,0.026381,0.041499,0.034403,0.027548,37fdc86b
0.064147,0.019018,0.015163,0.131464,0.016519,0.035659,0.008703,0.014213,0.009237,0.039673,0.017957,0.018632,460c7ce6
0.474952,0.968224,0.975809,0.335980,0.594284,0.486767,0.881020,0.903094,0.882574,0.782882,0.862393,0.880601,c23c235d
0.003453,0.001213,0.002427,0.000000,0.000699,0.000100,0.006413,0.004900,0.009301,0.001000,0.005404,0.004481,5fb39808
0.732988,0.910079,0.764562,0.532107,0.785628,0.642632,0.915988,0.735679,0.957311,0.917491,0.881617,0.785665,08f77f45
0.723953,0.386446,0.528215,1.000000,0.800855,0.832320,0.772293,0.891618,0.839301,0.855618,0.839708,0.882611,b33ce5df
0.022424,0.000456,0.003341,0.000235,0.002803,0.000100,0.006550,0.004900,0.009277,0.001000,0.005432,0.004480,dae44dab
0.012314,0.004257,0.029835,0.599230,0.007989,0.141328,0.013542,0.005798,0.009472,0.037409,0.016555,0.011939,0a933147
0.027337,0.002597,0.008199,0.621390,0.005045,0.044380,0.011657,0.005399,0.009189,0.036280,0.015631,0.011412,e103cde7
0.298492,0.082884,0.045111,1.000000,0.715462,0.864985,0.251367,0.423426,0.210149,0.232167,0.279277,0.373889,54d6a695
0.576113,0.281392,0.232233,1.000000,0.934380,0.741072,0.584909,0.585080,0.572870,0.549625,0.573121,0.578476,1c059c07
0.606776,0.162175,0.116099,0.416197,0.027128,0.850190,0.086030,0.012828,0.137548,0.148198,0.096151,0.046542,7ab133a0
0.873415,0.553847,0.644711,0.832288,0.909175,0.645955,0.866369,0.966887,0.928615,0.930018,0.922972,0.958783,fbe7ef91
0.996987,0.998761,0.998669,0.999981,0.998724,0.999900,0.990379,0.994460,0.982495,0.999000,0.991584,0.995894,b664f8cd
0.966889,0.991934,0.985328,0.507447,0.173827,0.591779,0.872753,0.966117,0.857494,0.833301,0.882416,0.935359,0d9883e6
0.614680,0.410850,0.326417,0.426695,0.758017,0.709857,0.509014,0.193565,0.637398,0.558894,0.474718,0.292088,8e9b65eb
0.975304,0.996060,0.992751,0.997831,0.990338,0.895106,0.988346,0.994690,0.982768,0.999000,0.991201,0.996085,0cffd12c
0.380370,0.075737,0.266883,1.000000,0.981015,0.999900,0.541894,0.623676,0.495755,0.465283,0.531652,0.586359,28b81b98
0.007173,0.003279,0.000553,1.000000,0.195353,0.760322,0.055480,0.110956,0.044147,0.109868,0.080113,0.106355,db881b67
0.686177,0.351540,0.460365,0.999999,0.834151,0.994918,0.774383,0.739770,0.823331,0.796038,0.783381,0.756984,d68e6594
0.541594,0.037308,0.014523,0.999993,0.862450,0.608214,0.252210,0.361066,0.236782,0.251907,0.275491,0.332788,e8d8b694
0.024907,0.001638,0.003777,0.017932,0.030875,0.873246,0.022411,0.020256,0.056228,0.001000,0.024974,0.019154,93fefdb6
0.102064,0.011473,0.001720,0.007757,0.006250,0.000186,0.007287,0.006800,0.009444,0.044265,0.016949,0.013962,f368ba9e
0.082040,0.037105,0.360065,0.751197,0.262003,0.501274,0.091237,0.038825,0.037759,0.067644,0.058866,0.044170,fdb688d4
0.003125,0.004277,0.005142,0.984528,0.099742,0.914884,0.056022,0.117333,0.064950,0.131684,0.092497,0.116597,c8e48bf2
0.249107,0.026270,0.018737,0.999980,0.081907,0.779821,0.060542,0.232671,0.051882,0.140222,0.121329,0.203468,80489dd4
0.981096,0.974169,0.995458,0.967895,0.987367,0.990630,0.988909,0.994509,0.982725,0.999000,0.991286,0.995947,7daf3279
0.286497,0.065431,0.123276,1.000000,0.442729,0.986740,0.202307,0.298461,0.174768,0.240782,0.229080,0.279715,631576c2
0.128386,0.030064,0.041059,0.999998,0.469686,0.983322,0.151532,0.357825,0.135762,0.214795,0.214978,0.316572,5f31a973
0.711249,0.517990,0.489809,0.999988,0.925799,0.771473,0.836548,0.890797,0.885078,0.933145,0.886392,0.899547,e62a6db4
0.509672,0.293291,0.226983,0.999920,0.960009,0.991556,0.663958,0.789612,0.646049,0.599469,0.674772,0.745554,e773aac4
0.465279,0.125286,0.392444,0.999962,0.950335,0.563929,0.502234,0.694785,0.430402,0.493987,0.530352,0.640372,c6eaaf44
0.378685,0.299924,0.345973,1.000000,0.888808,0.864427,0.628758,0.772217,0.578289,0.587814,0.641770,0.725769,4cbdfeed
0.517761,0.602198,0.417935,0.996014,0.500073,0.983386,0.711492,0.866733,0.720656,0.748488,0.761842,0.835992,baa3cfd8
0.372905,0.197407,0.140452,0.993963,0.915739,0.938947,0.492333,0.703628,0.441738,0.407903,0.511400,0.631732,0454415d
0.639566,0.453533,0.371572,0.999993,0.921538,0.999900,0.808457,0.936207,0.835782,0.854574,0.858755,0.915491,2ad227be
0.799417,0.671341,0.834986,1.000000,0.932537,0.999900,0.958823,0.987656,0.971383,0.999000,0.979216,0.990053,97acfa34
0.369215,0.210817,0.288196,0.941367,0.110502,0.680439,0.152974,0.079133,0.081384,0.213774,0.131816,0.104454,06df195b
0.584330,0.759549,0.633599,0.999457,0.948060,0.900491,0.933614,0.987687,0.947915,0.994755,0.965993,0.987686,01e7c147
0.662929,0.521897,0.675703,0.999999,0.878123,0.876485,0.884674,0.956100,0.924908,0.981949,0.936908,0.960134,52233217
0.086584,0.061041,0.012088,0.652929,0.126908,0.534886,0.034825,0.014577,0.021691,0.019392,0.022621,0.015979,49af2bd6
0.002087,0.002131,0.002852,0.367643,0.231487,0.109896,0.015840,0.014773,0.011030,0.001000,0.010661,0.011976,a327d461
0.437918,0.322912,0.600911,0.427782,0.384664,0.801757,0.404257,0.575169,0.444515,0.443076,0.466754,0.542491,75407d17
0.996559,0.981012,0.998234,0.949546,0.999320,0.996209,0.989491,0.994655,0.982583,0.999000,0.991432,0.996046,438b12ce
0.003452,0.000000,0.000020,0.006303,0.001781,0.357360,0.010202,0.005387,0.012623,0.009615,0.009457,0.006675,645ae5b9
0.129985,0.069670,0.035879,0.998801,0.014797,0.984431,0.071905,0.031983,0.084810,0.174920,0.090904,0.062230,9a18bb79
0.982730,0.990529,0.997221,0.985007,0.999404,0.980279,0.989665,0.994681,0.982724,0.999000,0.991517,0.996075,6246f2eb
0.034249,0.019005,0.109147,0.016263,0.001096,0.064249,0.009542,0.006676,0.009501,0.005614,0.007833,0.006680,ac7abe28
0.118493,0.002124,0.046330,0.999999,0.107799,0.071045,0.023681,0.069443,0.009884,0.081053,0.046015,0.067640,ded88989
0.995720,0.990351,0.994597,0.839673,0.987640,0.625131,0.981354,0.987152,0.976199,0.976354,0.980265,0.985791,5bd60298
0.017756,0.002468,0.002345,0.837498,0.034910,0.111893,0.015749,0.013264,0.009331,0.057070,0.023853,0.021166,a86c009d
0.046022,0.008849,0.008734,0.999990,0.615467,0.817563,0.137433,0.317889,0.107068,0.157024,0.179853,0.274027,5a909ed7
0.066935,0.007586,0.006905,0.999998,0.074923,0.519707,0.034708,0.054282,0.019314,0.074148,0.045613,0.055671,498b1d70
0.119726,0.017985,0.007686,0.999896,0.037645,0.896157,0.055819,0.182782,0.063232,0.135978,0.109453,0.166178,ff554306
0.967918,0.978649,0.857167,0.999949,0.999504,0.999900,0.985992,0.989255,0.982058,0.983242,0.985137,0.989043,e75c268f
0.513608,0.069389,0.003918,0.999809,0.122844,0.931572,0.103699,0.175285,0.126261,0.209749,0.153748,0.178603,c2b6ea9a
0.314030,0.074671,0.075413,0.978990,0.224476,0.975356,0.129224,0.465070,0.123039,0.208504,0.231459,0.394659,4fed39ac
0.996781,0.996269,0.998311,0.991826,0.992720,0.989330,0.989993,0.994687,0.982594,0.999000,0.991569,0.996071,b160de23
0.988254,0.827149,0.671162,0.996794,0.990289,0.999469,0.969783,0.983396,0.974921,0.999000,0.981775,0.987112,7bc94a10
0.005544,0.000070,0.000188,0.010898,0.015623,0.000100,0.006630,0.004908,0.009292,0.001000,0.005458,0.004487,557fa940
0.267491,0.267885,0.453341,0.999863,0.758296,0.359281,0.416226,0.580015,0.224586,0.413717,0.408636,0.525651,7330ebec
0.000000,0.000000,0.000109,0.000000,0.000130,0.000100,0.006335,0.004900,0.009312,0.001000,0.005387,0.004482,cbdc8684
0.814012,0.815210,0.787303,0.686305,0.932203,0.943070,0.956590,0.974993,0.976502,0.928796,0.959220,0.967877,571718b0
0.000001,0.000002,0.000066,0.000000,0.005528,0.000100,0.006405,0.004900,0.009306,0.001000,0.005403,0.004482,6fa1201a
0.147428,0.073155,0.420018,0.209803,0.287046,0.174362,0.055121,0.094418,0.026856,0.077391,0.063447,0.086776,92c45fd4
0.633753,0.474998,0.885447,1.000000,0.712739,0.418243,0.802646,0.728513,0.802375,0.918081,0.812904,0.769856,b05ac09e
0.252601,0.042361,0.188473,0.999999,0.050244,0.886117,0.095839,0.128216,0.080360,0.193527,0.124485,0.137288,e31213cb
0.604350,0.863440,0.821798,0.846124,0.674497,0.902212,0.933100,0.907304,0.953363,0.905663,0.924857,0.911422,6d83f1fa
0.495647,0.243653,0.483004,0.713786,0.907349,0.815828,0.630435,0.643326,0.677025,0.606663,0.639362,0.639710,b8be9081
0.989715,0.746871,0.738875,0.970081,0.958938,0.991849,0.965179,0.953511,0.975141,0.999000,0.973208,0.964799,ceb1015b
0.221961,0.023560,0.011615,1.000000,0.081193,0.809049,0.060114,0.106371,0.054827,0.140927,0.090560,0.109437,1a9d07af
0.983882,0.992886,0.996574,0.991628,0.998707,0.984128,0.989810,0.994668,0.982695,0.999000,0.991543,0.996063,5730593b
0.051117,0.015567,0.001350,0.003878,0.013775,0.014172,0.007249,0.017304,0.009246,0.004778,0.009644,0.014448,d0e0769a
0.998767,0.995696,0.997452,0.985986,0.997432,0.976422,0.989864,0.994674,0.982655,0.999000,0.991548,0.996065,ef4cd33f
0.678784,0.257335,0.355747,0.999940,0.922080,0.988030,0.718904,0.812077,0.749317,0.673358,0.738414,0.783131,a9f0bfce
0.701085,0.826658,0.845693,0.410839,0.783746,0.932441,0.930836,0.927907,0.969461,0.913405,0.935402,0.929353,6eb6db7a
0.609082,0.780211,0.647370,0.999892,0.960193,0.706018,0.925498,0.961002,0.941988,0.980409,0.952224,0.964675,27a55cca
0.440486,0.261399,0.323782,0.999933,0.926510,0.996574,0.665347,0.719128,0.638808,0.618341,0.660406,0.695912,1731c7e2
0.999513,0.998807,0.999483,0.999360,0.996296,0.988131,0.990220,0.994480,0.982565,0.999000,0.991566,0.995914,410b8b48
0.300957,0.039866,0.109704,1.000000,0.442642,0.636794,0.128645,0.209683,0.069662,0.152230,0.140055,0.189740,e3f1fb8a
0.217606,0.134388,0.070702,0.993192,0.356672,0.974421,0.171710,0.539813,0.138177,0.262366,0.278016,0.461558,d056afb4
0.061814,0.172395,0.177218,0.017272,0.119684,0.164009,0.023769,0.037561,0.012801,0.024508,0.024660,0.033497,908ea05d
0.998975,0.990166,0.997469,0.989807,0.997650,0.985239,0.989877,0.994674,0.982625,0.999000,0.991544,0.996063,16641e2f
0.006132,0.004676,0.015105,0.016427,0.000648,0.007923,0.006817,0.004905,0.009262,0.001000,0.005496,0.004482,36799b97
0.507471,0.068019,0.120836,0.999999,0.058014,0.971035,0.120458,0.252505,0.143038,0.212189,0.182048,0.237895,b39b75a0
0.354662,0.158359,0.054295,0.999447,0.541125,0.888178,0.237837,0.603965,0.190972,0.250318,0.320773,0.510846,ad0f9d80
0.089932,0.006121,0.002138,0.999996,0.240685,0.987736,0.086369,0.166466,0.093812,0.169568,0.129054,0.162324,c850637f
0.595880,0.406150,0.464007,0.999977,0.889223,0.472278,0.674501,0.678857,0.657662,0.770114,0.695284,0.695353,d1db3550
0.647836,0.539261,0.713339,1.000000,0.943681,0.999445,0.919917,0.970607,0.940671,0.999000,0.957549,0.975221,5618e33d
0.256841,0.015229,0.001910,0.999683,0.762169,0.997686,0.246119,0.507130,0.243920,0.230692,0.306965,0.438456,952fc28d
0.618716,0.233396,0.751015,1.000000,0.434030,0.856666,0.622844,0.678730,0.644555,0.736050,0.670545,0.688026,f084666d
0.556614,0.202735,0.092697,0.999976,0.816940,0.985251,0.475494,0.597590,0.478088,0.460652,0.502956,0.564803,9a323fae
0.008172,0.000275,0.001973,0.000016,0.008053,0.039412,0.006854,0.005392,0.009210,0.001000,0.005614,0.004843,487a491f
0.702364,0.502242,0.594921,0.999992,0.598147,0.628557,0.721090,0.768596,0.775174,0.825009,0.772467,0.780629,6fc37a92
0.931957,0.981949,0.988099,0.929182,0.994204,0.801599,0.985049,0.984184,0.981745,0.999000,0.987495,0.988166,c9035805
0.261908,0.089650,0.096789,0.999604,0.366678,0.883567,0.156623,0.466190,0.114398,0.235504,0.243179,0.399931,b07ff3e5
0.298992,0.035965,0.004333,0.999463,0.506544,0.992145,0.173936,0.513155,0.172082,0.234397,0.273392,0.438748,1e143cc7
0.439425,0.444514,0.438200,0.997284,0.657711,0.957668,0.685528,0.865196,0.680060,0.691097,0.730470,0.821396,d7728546
0.694429,0.290950,0.224743,0.999996,0.780624,0.920453,0.591689,0.706678,0.634257,0.563276,0.623975,0.676052,4465c81d
0.749778,0.598980,0.524300,0.999806,0.109731,0.433916,0.454361,0.786009,0.376189,0.688083,0.576161,0.740951,0e6a9039
0.004480,0.002274,0.007450,0.776382,0.063473,0.092398,0.015490,0.012646,0.009342,0.052173,0.022413,0.019794,8dd53ecd
0.002348,0.004076,0.009823,0.012662,0.009276,0.010348,0.006828,0.004954,0.009258,0.001000,0.005510,0.004519,2cc9754c
0.000030,0.000001,0.000098,0.000857,0.005029,0.030933,0.006663,0.004905,0.009236,0.001000,0.005451,0.004481,cfb33ebc
0.125029,0.051345,0.096948,0.999843,0.859531,0.645678,0.232594,0.379798,0.157099,0.229514,0.249751,0.337182,901e501d
0.000935,0.000130,0.002274,0.317634,0.096557,0.000471,0.009990,0.011460,0.009506,0.001000,0.007989,0.009396,7974f9e0
0.103760,0.005728,0.004856,0.472974,0.041155,0.166108,0.013872,0.015995,0.009898,0.026066,0.016458,0.017476,0295402f
0.050109,0.038589,0.025893,0.025326,0.001464,0.038599,0.008269,0.006350,0.009239,0.050609,0.018617,0.014792,779813c8
0.625304,0.325830,0.622277,1.000000,0.904416,0.996595,0.833343,0.925756,0.862526,0.906607,0.882058,0.919189,5414d6db
0.370355,0.120333,0.104606,0.115552,0.082809,0.331383,0.029039,0.017553,0.021807,0.043180,0.027895,0.022637,d7685413
0.899646,0.922209,0.910246,0.937379,0.948257,0.917817,0.980245,0.989660,0.982185,0.999000,0.987773,0.992287,eed136ee
0.981704,0.938128,0.930162,0.970756,0.982642,0.905372,0.984370,0.984905,0.982731,0.999000,0.987752,0.988772,124fdd55
0.520666,0.263127,0.294961,1.000000,0.428692,0.996771,0.419509,0.525935,0.403225,0.363753,0.428106,0.488130,eb89dd1b
0.518900,0.139361,0.115713,1.000000,0.149702,0.868463,0.146369,0.216467,0.134026,0.217816,0.178670,0.211402,b30e0f1c
0.672968,0.452409,0.666058,1.000000,0.937304,0.995834,0.893707,0.973091,0.921430,0.981115,0.942336,0.972437,c88b183c
0.562612,0.132173,0.331684,0.642731,0.074283,0.584390,0.110393,0.068804,0.090624,0.111172,0.095248,0.078273,fd445fec
0.676254,0.604632,0.775359,0.998997,0.469510,0.957500,0.848428,0.963339,0.889018,0.958376,0.914790,0.958709,cd7c6b72
0.996630,0.992422,0.961446,0.999991,0.992191,0.999900,0.989274,0.984630,0.982622,0.977981,0.983627,0.984647,1de8b629
0.014550,0.011758,0.001960,0.004309,0.001373,0.003863,0.006703,0.006696,0.009268,0.001000,0.005917,0.005821,9c1fdb19
0.612563,0.146915,0.520060,0.999988,0.822445,0.277153,0.458788,0.764571,0.375602,0.502450,0.525353,0.690349,57aaf462
0.020085,0.000370,0.049136,0.261151,0.017936,0.410404,0.015553,0.005143,0.014280,0.036533,0.017877,0.011615,92a82791
0.529987,0.137108,0.091581,0.999993,0.561546,0.999900,0.311329,0.609632,0.319280,0.333086,0.393332,0.539232,ad1731d6
0.425795,0.436617,0.212579,0.999283,0.879689,0.987378,0.681067,0.866008,0.645284,0.641866,0.708556,0.810470,370d546b
0.182742,0.042076,0.189028,1.000000,0.848501,0.998329,0.370520,0.574447,0.316604,0.279526,0.385274,0.502794,afd2650e
0.593289,0.386857,0.135445,0.993859,0.924780,0.633577,0.560669,0.639185,0.528772,0.549927,0.569638,0.615949,36a63721
0.000717,0.002184,0.000405,0.025191,0.018016,0.035086,0.007058,0.012237,0.009223,0.001000,0.007380,0.009958,f585c733
0.741804,0.607939,0.776993,1.000000,0.944195,0.993677,0.944217,0.987198,0.961830,0.999000,0.973061,0.989060,dcfeeb9e
0.240735,0.090507,0.180662,0.999974,0.319626,0.032865,0.062426,0.323805,0.018253,0.121250,0.131434,0.265733,b7ff5c4e
0.562325,0.276729,0.460590,1.000000,0.464472,0.970267,0.535743,0.616924,0.544290,0.550005,0.561740,0.600390,c6f5de01
0.985624,0.995467,0.992988,0.985298,0.995775,0.994319,0.989833,0.994608,0.982634,0.999000,0.991519,0.996014,c04debb4
0.397335,0.072778,0.062614,1.000000,0.720226,0.999213,0.308598,0.482737,0.302068,0.299029,0.348108,0.436913,116042a7
0.576559,0.498074,0.283109,0.118398,0.071532,0.309667,0.114039,0.155637,0.099588,0.151563,0.130207,0.151277,af5a6b11
0.081908,0.000133,0.001156,0.999998,0.011371,0.420315,0.026471,0.022227,0.014703,0.057652,0.030263,0.028338,b4abfb3c
0.475253,0.069555,0.154772,0.852993,0.039521,0.898806,0.100739,0.032981,0.115257,0.184454,0.108358,0.066826,590ab851
0.286627,0.074730,0.458111,0.999991,0.991615,0.999900,0.626203,0.884863,0.546720,0.565010,0.655699,0.803534,b64a4e77
0.503812,0.146352,0.118861,1.000000,0.613301,0.999900,0.347950,0.623563,0.347607,0.364089,0.420802,0.557341,a556844f
0.140876,0.452605,0.811197,0.514695,0.775214,0.387988,0.612432,0.416822,0.489880,0.651909,0.542761,0.466141,0d95ae93
0.993666,0.991409,0.993831,0.996055,0.998727,0.981971,0.989811,0.994674,0.982681,0.999000,0.991541,0.996067,41fe554e
0.654345,0.402862,0.756174,1.000000,0.828065,0.999900,0.876333,0.906473,0.908894,0.980814,0.918129,0.921753,cd53f478
0.831434,0.923822,0.937397,0.985909,0.991166,0.989339,0.984078,0.990438,0.981651,0.999000,0.988792,0.992832,5179da5f
0.002754,0.002177,0.007844,0.990315,0.397802,0.291909,0.046127,0.260435,0.018681,0.101118,0.106590,0.214670,6bb0fe6f
0.552773,0.182658,0.194477,0.990803,0.709241,0.816563,0.406340,0.513568,0.388436,0.408988,0.429333,0.486300,6220c437
0.121597,0.024499,0.022402,0.610011,0.359841,0.402977,0.043572,0.067268,0.022794,0.020794,0.038607,0.055682,0dbd653f
0.474318,0.135752,0.013174,0.999870,0.631072,0.928709,0.275439,0.629165,0.266788,0.288758,0.365038,0.541997,568cb045
0.248507,0.305679,0.401745,0.361671,0.092714,0.660758,0.134830,0.092026,0.090220,0.070130,0.096802,0.087958,d995009c
0.704482,0.797958,0.550227,0.466289,0.800216,0.754219,0.850405,0.835552,0.933264,0.869363,0.872146,0.849688,642b385e
0.505457,0.377661,0.405132,0.999972,0.439754,0.893554,0.518047,0.761521,0.486897,0.519155,0.571405,0.698768,71d3a632
0.422028,0.186847,0.231172,0.999726,0.345731,0.684747,0.211455,0.416769,0.121712,0.242963,0.248225,0.364894,5bea14c0
0.576136,0.187881,0.015756,0.992614,0.179686,0.405786,0.086168,0.094324,0.050588,0.129318,0.090099,0.097987,f93f71f6
0.012042,0.001719,0.004514,0.019247,0.001240,0.001664,0.006618,0.005135,0.009280,0.001000,0.005508,0.004655,358d1a3d
0.003211,0.004798,0.016365,0.000001,0.179849,0.000496,0.009627,0.011064,0.010204,0.040904,0.017950,0.016574,c5ccb9c3
0.012917,0.000164,0.000118,0.161748,0.000886,0.000874,0.007299,0.005149,0.009288,0.004603,0.006585,0.005337,e50a21b3
0.248871,0.090614,0.097358,0.144170,0.104084,0.166539,0.020708,0.017554,0.013053,0.046669,0.024496,0.022690,1ef6093b
0.653710,0.137194,0.081143,0.999435,0.092612,0.996715,0.157868,0.221960,0.204725,0.250546,0.208775,0.226418,39fe7551
0.302906,0.011505,0.021071,1.000000,0.010541,0.892573,0.061682,0.031752,0.073724,0.172229,0.084847,0.060801,7adb6654
0.219958,0.013993,0.008610,1.000000,0.006107,0.985689,0.063227,0.026108,0.087652,0.175034,0.088005,0.058055,f81d65ef
0.571751,0.798537,0.933800,1.000000,0.684410,0.979208,0.948634,0.962900,0.953695,0.966919,0.958037,0.964381,3efe5b77
0.610075,0.632438,0.837590,1.000000,0.907046,0.999900,0.944055,0.984599,0.955788,0.999000,0.970861,0.986706,3b808011
0.943196,0.888443,0.851141,0.911257,0.754860,0.727073,0.955323,0.950564,0.972448,0.886981,0.941329,0.941567,5548a310
0.000785,0.000334,0.000454,0.000004,0.000121,0.000100,0.006350,0.004900,0.009309,0.001000,0.005390,0.004482,27ecac74
0.682641,0.328008,0.592531,0.999999,0.948494,0.957533,0.838187,0.918199,0.871657,0.933042,0.890271,0.919085,1f919bdb
0.010971,0.018616,0.014123,0.308563,0.000637,0.103833,0.010071,0.006190,0.009293,0.016772,0.010582,0.008380,5e2a9fba
