orig1+TLres50,trans1+TLvgg16+Adam,normf1+TLvgg16,mix+lr,mix+lgb,mix+svm,is_iceberg,lr9,xgb,svm,knn,avg2,mini2,id
0.896882,0.964768,0.933303,0.927604,0.950908,0.743723,1,0.980202,0.959365,0.979501,0.999000,0.979517,0.969470,30081a03
0.793969,0.978606,0.969772,0.713314,0.902842,0.931186,0,0.976712,0.971148,0.980246,0.967878,0.973996,0.972532,e8200704
0.517262,0.562399,0.709074,0.847941,0.965886,0.902106,1,0.909717,0.996112,0.926235,0.999000,0.957766,0.993292,d36924df
0.940477,0.843477,0.940374,0.991865,0.938109,0.946140,1,0.979394,0.983046,0.981218,0.966827,0.977621,0.981292,b522fe03
0.000000,0.000002,0.000776,0.000000,0.008943,0.000195,0,0.004417,0.004002,0.006218,0.001000,0.003909,0.003600,4b68ae4c
0.264960,0.149390,0.070052,0.494834,0.475107,0.221050,0,0.075041,0.056058,0.039436,0.001000,0.042884,0.044758,46de17e9
0.036592,0.124686,0.035349,0.050246,0.011353,0.121519,0,0.013104,0.016392,0.010772,0.051338,0.022901,0.022535,3e8f7125
0.889596,0.824936,0.748039,0.925511,0.971011,0.966694,1,0.969255,0.987001,0.978522,0.999000,0.983444,0.990051,7a8b58ca
0.000000,0.000000,0.000007,0.000000,0.000326,0.000544,0,0.008159,0.001212,0.011891,0.001000,0.005565,0.001902,f103f1f8
0.968128,0.924579,0.918060,0.759900,0.960476,0.894698,1,0.979729,0.965205,0.983478,0.999000,0.981853,0.974104,12c38030
0.968311,0.938785,0.973261,0.945367,0.949513,0.732383,1,0.981901,0.977177,0.979575,0.999000,0.984413,0.982783,2256d68f
0.964272,0.922533,0.989911,0.980755,0.999516,0.976558,1,0.987811,0.997410,0.983594,0.947561,0.979094,0.988601,4832f44f
0.966435,0.867141,0.867327,0.802414,0.958683,0.990974,1,0.976999,0.986503,0.982315,0.999000,0.986204,0.989937,ed396a16
0.004269,0.007223,0.003451,0.006229,0.004153,0.038918,0,0.007424,0.011267,0.010080,0.001000,0.007443,0.009291,b408b391
0.679462,0.598211,0.907389,0.604448,0.954651,0.760553,1,0.930096,0.737616,0.958045,0.935533,0.890323,0.790520,1b059732
0.000000,0.000005,0.000042,0.000000,0.000125,0.000100,0,0.006116,0.006383,0.009266,0.001000,0.005691,0.005587,939283d3
0.827791,0.308613,0.148663,0.595938,0.904664,0.596312,0,0.479024,0.574255,0.574791,0.452807,0.520219,0.552503,4f238e36
0.000002,0.000000,0.000060,0.015290,0.008291,0.035251,0,0.006518,0.007562,0.009178,0.001000,0.006065,0.006462,53b2d26b
0.523288,0.383912,0.462066,0.146222,0.139678,0.154899,0,0.109997,0.084805,0.082125,0.132041,0.102242,0.093532,33ea96d2
0.998737,0.999981,0.999218,0.998668,0.999851,0.997248,1,0.990603,0.993125,0.982966,0.999000,0.991424,0.994929,d960f724
0.986344,0.985922,0.999654,0.758520,0.998001,0.999900,1,0.987132,0.993122,0.980716,0.999000,0.989993,0.994773,8b12622c
0.254308,0.490401,0.916992,0.380285,0.074713,0.481979,0,0.468054,0.238800,0.330461,0.304629,0.335486,0.257638,0c3b2f7a
0.924416,0.901544,0.841508,0.994822,0.985682,0.954319,1,0.978258,0.978562,0.979758,0.999000,0.983895,0.983830,c4edad48
0.373875,0.626909,0.853214,0.800437,0.368824,0.754816,1,0.770842,0.582867,0.713175,0.758439,0.706331,0.625249,5158d9cd
0.333131,0.112445,0.725454,0.027792,0.020447,0.056822,0,0.050946,0.058107,0.048138,0.105165,0.065589,0.066266,04b03693
0.141119,0.094407,0.024721,0.051085,0.036579,0.248961,0,0.015616,0.016018,0.011170,0.001000,0.010951,0.012915,0e5ff047
0.031958,0.043182,0.110670,0.173871,0.071849,0.247308,0,0.021692,0.031753,0.014347,0.064378,0.033042,0.036682,b04f44fe
0.989752,0.995515,0.998860,0.999661,0.995756,0.999900,1,0.988725,0.993122,0.980672,0.999000,0.990380,0.994770,54c3d59a
0.001541,0.000144,0.000126,0.001611,0.004378,0.000100,0,0.004384,0.003878,0.006220,0.001000,0.003871,0.003508,68d59566
0.002521,0.000000,0.000025,0.010455,0.002746,0.065008,0,0.007574,0.006825,0.010101,0.001000,0.006375,0.005974,c172464e
0.998864,0.998423,0.999240,0.999597,0.999630,0.999900,1,0.990637,0.998059,0.983411,0.999000,0.992777,0.998646,6a448740
0.686553,0.585541,0.665605,0.443294,0.466064,0.884500,1,0.737446,0.954275,0.863530,0.864014,0.854816,0.932639,e1cc3773
0.999817,0.999999,0.999975,0.998874,0.999826,0.999900,1,0.990671,0.993125,0.982939,0.999000,0.991434,0.994927,31474e5b
0.876052,0.957012,0.991074,0.981273,0.999786,0.977173,1,0.988194,0.997445,0.983325,0.999000,0.991991,0.998181,f9b91488
0.197539,0.054605,0.078156,0.000503,0.039710,0.002666,0,0.013669,0.022772,0.013477,0.044165,0.023521,0.026151,680f2867
0.624393,0.593143,0.632665,0.933626,0.838699,0.962396,1,0.894851,0.984192,0.927719,0.999000,0.951441,0.984488,010355ab
0.999162,0.995177,0.998291,0.998931,0.999886,0.999900,1,0.990522,0.991240,0.982968,0.999000,0.990932,0.993521,23fbfa2e
0.000015,0.000000,0.000179,0.000000,0.002089,0.001293,0,0.006699,0.006825,0.010177,0.001000,0.006175,0.005979,8167408b
0.999085,0.994050,0.998748,0.992872,0.999103,0.993221,1,0.988801,0.993122,0.980676,0.999000,0.990400,0.994771,ede00a50
0.014108,0.380435,0.208603,0.672398,0.343679,0.631447,0,0.198930,0.038948,0.080641,0.125079,0.110899,0.057874,c982ada8
0.000059,0.000030,0.000546,0.000624,0.000668,0.002281,0,0.008198,0.001212,0.011883,0.001000,0.005573,0.001902,6c0ecb88
0.001188,0.000995,0.001899,0.000171,0.000316,0.000552,0,0.008223,0.001212,0.011885,0.001000,0.005580,0.001902,ec25db0b
0.969863,0.994550,0.989828,0.991390,0.995227,0.993761,1,0.990875,0.995597,0.983569,0.999000,0.992260,0.996817,352d238a
0.988113,0.996826,0.994047,0.998327,0.998184,0.993221,1,0.989826,0.992942,0.982252,0.999000,0.991005,0.994744,2281fa30
0.968020,0.989923,0.923867,0.994607,0.997857,0.990935,1,0.987647,0.991044,0.982331,0.973818,0.983710,0.988645,1c46183a
0.995760,0.990259,0.988939,0.925542,0.996079,0.990800,1,0.990280,0.995663,0.983505,0.999000,0.992112,0.996862,2e8b64a0
0.807734,0.743956,0.567458,0.405302,0.424873,0.508435,0,0.655654,0.790271,0.794423,0.769083,0.752358,0.787728,9bbad755
0.996012,0.998032,0.966647,0.953013,0.996151,0.969663,1,0.988970,0.993125,0.983207,0.999000,0.991076,0.994945,5fb98756
0.999780,0.998825,0.999148,0.999725,0.999550,0.999900,1,0.990648,0.998071,0.983406,0.999000,0.992781,0.998654,e7b76cde
0.995986,0.981274,0.959914,0.999381,0.999362,0.997254,1,0.988765,0.980405,0.982295,0.965437,0.979226,0.979134,32100ae2
0.000000,0.001454,0.003959,0.000002,0.006143,0.000138,0,0.006279,0.007773,0.009255,0.001000,0.006077,0.006625,6edf8ef7
0.999386,0.999674,0.998743,0.999996,0.999358,0.999900,1,0.990187,0.992942,0.982106,0.999000,0.991059,0.994734,5252b669
0.000000,0.000000,0.000067,0.000006,0.000095,0.002196,0,0.008173,0.001212,0.011885,0.001000,0.005567,0.001902,77c4d851
0.000004,0.000002,0.006290,0.015616,0.002819,0.000100,0,0.004497,0.003878,0.006220,0.001000,0.003899,0.003508,c69e5f88
0.000000,0.000000,0.000002,0.000033,0.000090,0.000100,0,0.006657,0.006825,0.010184,0.001000,0.006167,0.005980,0125e614
0.669418,0.689664,0.191908,0.852477,0.965682,0.564060,1,0.789519,0.881331,0.740399,0.797488,0.802184,0.857364,c77354d7
0.989329,0.976657,0.991777,0.951662,0.969098,0.873967,1,0.985035,0.990318,0.980744,0.999000,0.988774,0.992680,1ffde571
0.000431,0.006589,0.017193,0.000046,0.000582,0.000966,0,0.008659,0.001212,0.011873,0.001000,0.005686,0.001901,7466c79a
0.983294,0.982285,0.984685,0.940382,0.997551,0.984034,1,0.989063,0.998106,0.983662,0.999000,0.992458,0.998698,01d4c808
0.982372,0.980834,0.993482,0.997779,0.999797,0.999900,1,0.989998,0.998063,0.983539,0.999000,0.992650,0.998657,9b2d93b2
0.989211,0.998136,0.927103,0.998711,0.987354,0.568238,1,0.975828,0.960007,0.973089,0.952172,0.965274,0.960798,46b7ebab
0.001795,0.004576,0.000998,0.034088,0.016476,0.000167,0,0.006863,0.006200,0.008974,0.001000,0.005759,0.005430,adc216a4
0.995888,0.999131,0.997561,0.975303,0.996584,0.990241,1,0.991152,0.995663,0.983434,0.999000,0.992312,0.996857,325a4fad
0.897097,0.874401,0.975132,0.527802,0.712815,0.675653,1,0.940330,0.963665,0.965518,0.845772,0.928821,0.943214,86ab9b92
0.353184,0.110941,0.032087,0.115475,0.098449,0.066860,0,0.012074,0.007806,0.010279,0.001000,0.007790,0.006719,2d9d69ec
0.988946,0.999094,0.996953,0.996977,0.997116,0.988381,1,0.991272,0.995663,0.983486,0.999000,0.992355,0.996861,f67babb0
0.643815,0.641413,0.522966,0.727755,0.489574,0.242500,1,0.541070,0.786694,0.461442,0.644905,0.608528,0.739241,def4a178
0.283816,0.309681,0.587182,0.000031,0.083383,0.004489,1,0.069162,0.074867,0.048572,0.104329,0.074232,0.078662,e1b69ab4
0.000000,0.000000,0.000172,0.000000,0.000157,0.000100,0,0.008155,0.001212,0.011893,0.001000,0.005565,0.001903,dd22a9ec
0.090034,0.002657,0.005438,0.024068,0.050898,0.019275,0,0.008618,0.028460,0.009072,0.112607,0.039689,0.042837,717f085c
0.999859,0.999853,0.997529,0.932458,0.963648,0.510991,1,0.979858,0.981725,0.970077,0.999000,0.982665,0.985533,cc23db81
0.969784,0.973139,0.728381,0.801494,0.567602,0.079505,0,0.869934,0.599037,0.772222,0.869932,0.777781,0.662104,dedf2035
0.030579,0.030192,0.038829,0.143529,0.141164,0.124726,0,0.009677,0.008506,0.006782,0.024684,0.012412,0.011411,2dcfd785
0.869796,0.829941,0.490235,0.131459,0.587951,0.525305,0,0.634454,0.797247,0.856961,0.721933,0.752649,0.788430,2b2a2862
0.043518,0.000968,0.035794,0.000671,0.005383,0.000513,0,0.009269,0.003901,0.011866,0.001000,0.006509,0.003910,a1ca169b
0.996325,0.996954,0.997532,0.999665,0.999695,0.999900,1,0.990552,0.998071,0.983435,0.999000,0.992765,0.998656,22f9a871
0.986662,0.968506,0.975116,0.702075,0.976360,0.850245,1,0.982450,0.978284,0.982767,0.999000,0.985625,0.983827,8dbefcbd
0.000006,0.000000,0.000264,0.000001,0.001325,0.002067,0,0.008195,0.001212,0.011883,0.001000,0.005573,0.001902,adc24af7
0.000000,0.003233,0.000033,0.075860,0.008266,0.671238,0,0.014516,0.006193,0.027792,0.001000,0.012375,0.006708,d39522db
0.029692,0.056341,0.180869,0.145130,0.112188,0.320270,0,0.020856,0.078006,0.013980,0.058932,0.042944,0.070201,4c16ee8c
0.000040,0.000108,0.000037,0.000004,0.000262,0.000100,0,0.006418,0.006200,0.008991,0.001000,0.005652,0.005431,6c542180
0.038650,0.003158,0.017995,0.004548,0.034730,0.045300,0,0.008313,0.054733,0.010062,0.056724,0.032458,0.052135,a0d0d3b5
0.645470,0.979853,0.997519,0.990958,0.994337,0.999900,1,0.980066,0.993122,0.973561,0.999000,0.986437,0.994285,292af507
0.999860,0.999998,0.999836,0.988987,0.997583,0.993363,1,0.990461,0.993125,0.982986,0.999000,0.991393,0.994930,c2d87794
0.260896,0.533116,0.762310,0.449660,0.078676,0.395806,0,0.387713,0.113434,0.232895,0.250177,0.246055,0.147187,ba57a170
0.996554,0.972137,0.978449,0.950720,0.962404,0.993575,1,0.988179,0.988878,0.983584,0.999000,0.989910,0.991798,5dea1266
0.020139,0.050862,0.073639,0.044747,0.047479,0.427837,0,0.013593,0.083873,0.015166,0.026248,0.034720,0.068583,a52dfc0e
0.979443,0.958842,0.987530,0.988041,0.977611,0.963675,1,0.987960,0.993125,0.983282,0.999000,0.990842,0.994951,d3aada91
0.000661,0.000494,0.007930,0.000130,0.001442,0.000174,0,0.008349,0.001212,0.011882,0.001000,0.005611,0.001902,43966b7c
0.128424,0.513689,0.606438,0.005922,0.000900,0.000936,0,0.120253,0.025009,0.073656,0.130113,0.087258,0.047921,68d78592
0.984258,0.999912,0.999610,0.998688,0.996857,0.970339,1,0.989992,0.993125,0.983162,0.999000,0.991320,0.994942,ad22c618
0.000523,0.001914,0.008215,0.014172,0.000127,0.004393,0,0.008503,0.001365,0.011865,0.001000,0.005683,0.002015,894e9be7
0.951083,0.941917,0.972892,0.941384,0.938983,0.892198,1,0.981193,0.989790,0.980754,0.999000,0.987684,0.992287,ffb83485
0.000000,0.000000,0.000165,0.000000,0.001252,0.000108,0,0.006134,0.006383,0.009265,0.001000,0.005696,0.005587,fb7bad50
0.004453,0.009635,0.001349,0.000659,0.004111,0.000100,0,0.006703,0.006200,0.008974,0.001000,0.005719,0.005430,ded25b18
0.905879,0.862321,0.815504,0.695047,0.749910,0.549899,1,0.915829,0.964815,0.956287,0.848463,0.921349,0.943945,4f29af47
0.995131,0.990421,0.999409,0.950519,0.998984,0.982217,1,0.988270,0.993122,0.980786,0.999000,0.990295,0.994778,fa1ed515
0.420143,0.803178,0.978564,0.957817,0.994065,0.994161,1,0.953187,0.992922,0.948218,0.999000,0.973332,0.992408,71ca7993
0.071795,0.001347,0.003922,0.038500,0.031590,0.044611,1,0.005488,0.010142,0.006223,0.030239,0.013023,0.013629,37f93675
0.687512,0.489514,0.569396,0.720751,0.980736,0.945045,1,0.866077,0.977448,0.920865,0.898356,0.915687,0.960253,299c9b05
0.993552,0.990816,0.997876,0.990440,0.997712,0.978793,1,0.988358,0.993122,0.980824,0.999000,0.990326,0.994781,9e361ab3
0.998828,0.996254,0.998978,0.998378,0.998258,0.991945,1,0.988858,0.993122,0.980677,0.999000,0.990414,0.994771,50e84584
0.997875,0.999531,0.995479,0.999786,0.998703,0.999900,1,0.991508,0.995041,0.983350,0.999000,0.992225,0.996387,00f7ef1c
0.000000,0.000000,0.000038,0.000002,0.000185,0.000100,0,0.006117,0.006383,0.009266,0.001000,0.005692,0.005587,5f3397e6
0.001406,0.014370,0.011968,0.001215,0.014502,0.056181,0,0.007484,0.006193,0.008880,0.001000,0.005889,0.005419,979daee4
0.192501,0.822980,0.940930,0.949846,0.811769,0.822565,1,0.943523,0.981552,0.880318,0.946294,0.937922,0.969475,3efd725b
0.998951,0.995902,0.997733,0.996865,0.999727,0.996360,1,0.990019,0.992942,0.982157,0.999000,0.991030,0.994737,4673de2a
0.000262,0.001071,0.006096,0.144477,0.004907,0.021134,0,0.009684,0.001297,0.011811,0.001000,0.005948,0.001961,0867ca68
0.875906,0.875542,0.847773,0.936240,0.974356,0.944115,1,0.976975,0.990032,0.981714,0.999000,0.986930,0.992533,0d179546
0.001032,0.000306,0.004559,0.023447,0.002985,0.002164,0,0.008484,0.001355,0.011873,0.001000,0.005678,0.002008,ea39dbdf
0.221260,0.114681,0.118583,0.957846,0.051696,0.531164,0,0.065622,0.342133,0.028477,0.069269,0.126375,0.270451,5922e495
0.998904,0.909958,0.951513,0.988660,0.956048,0.991210,0,0.985669,0.992664,0.982859,0.999000,0.990048,0.994577,824277c3
0.041263,0.004360,0.010620,0.001477,0.034298,0.002530,0,0.007110,0.013932,0.009218,0.034837,0.016274,0.017520,77d2d457
0.999943,0.995146,0.997083,0.999998,0.998328,0.999900,1,0.990500,0.997535,0.983428,0.999000,0.992616,0.998255,e87b80d6
0.000000,0.000000,0.000124,0.000000,0.001382,0.002155,0,0.008194,0.001212,0.011883,0.001000,0.005572,0.001902,b3040223
0.004763,0.023974,0.007112,0.115295,0.025671,0.007886,0,0.007995,0.007733,0.009219,0.001000,0.006487,0.006592,8b98cb3c
0.345330,0.596343,0.788765,0.770806,0.974392,0.882537,1,0.917960,0.984513,0.903734,0.953713,0.939980,0.974664,b931ba67
0.899007,0.939395,0.954545,0.978247,0.991198,0.857321,1,0.984965,0.991519,0.983257,0.999000,0.989685,0.993749,60f72281
0.000000,0.000001,0.000248,0.000000,0.000276,0.000100,0,0.008158,0.001212,0.011893,0.001000,0.005566,0.001903,000d71b1
0.999854,0.996256,0.999629,0.999994,0.999129,0.999900,1,0.989014,0.993122,0.980601,0.999000,0.990434,0.994766,ea674ab5
0.998022,0.979452,0.992461,0.985492,0.998881,0.990951,1,0.989801,0.998528,0.983547,0.999000,0.992719,0.999005,617e8264
0.009239,0.001426,0.001420,0.055081,0.089064,0.252937,0,0.012928,0.021526,0.011892,0.024287,0.017658,0.021413,25653d70
0.158393,0.007640,0.028255,0.012945,0.028233,0.004654,0,0.005762,0.004694,0.006669,0.021207,0.009583,0.007908,28224273
0.020265,0.066590,0.185771,0.031148,0.087417,0.092107,0,0.016701,0.041937,0.011647,0.001000,0.017821,0.032313,1a6364af
0.178505,0.636897,0.400427,0.010782,0.017810,0.371039,0,0.104583,0.044017,0.067629,0.113915,0.082536,0.058697,b1a2ef1f
0.999818,0.999874,0.998271,0.990144,0.996295,0.999900,1,0.991463,0.995597,0.983330,0.999000,0.992347,0.996801,c10da10b
0.000330,0.002196,0.000932,0.001549,0.000412,0.002740,0,0.006190,0.006383,0.009253,0.001000,0.005707,0.005586,294fd9e6
0.997389,0.999974,0.998239,0.993535,0.990751,0.978666,1,0.990059,0.993125,0.983089,0.999000,0.991318,0.994937,61d45f63
0.950382,0.959721,0.976730,0.982271,0.997883,0.999900,1,0.989656,0.994337,0.983648,0.975541,0.985796,0.991516,bab30cb8
0.000000,0.000012,0.000027,0.000242,0.000300,0.013552,0,0.006186,0.006383,0.009225,0.001000,0.005699,0.005584,77358b3e
0.962168,0.996205,0.997446,0.943314,0.999614,0.997444,1,0.989848,0.998573,0.983546,0.999000,0.992742,0.999039,8bbd5220
0.997872,0.988038,0.998386,0.972559,0.996008,0.910952,1,0.988425,0.993125,0.983129,0.999000,0.990920,0.994940,e29306d2
0.036850,0.065303,0.004617,0.032144,0.001876,0.095241,0,0.009834,0.010326,0.010245,0.050712,0.020279,0.017851,b97aa206
0.959432,0.977460,0.997066,0.873941,0.998139,0.979991,1,0.988534,0.992008,0.983232,0.999000,0.990694,0.994113,3a75c2d6
0.000172,0.000004,0.000044,0.005259,0.001204,0.033549,0,0.007106,0.006825,0.010106,0.001000,0.006259,0.005974,9a574b10
0.000197,0.021267,0.008914,0.017291,0.032466,0.045395,0,0.007844,0.017695,0.008900,0.001000,0.008860,0.014013,fb5167db
0.000379,0.004102,0.006738,0.001680,0.002557,0.000648,0,0.006321,0.006383,0.009251,0.001000,0.005739,0.005586,1a18d38b
0.020255,0.073069,0.039937,0.012123,0.105184,0.014880,0,0.013562,0.012234,0.012365,0.065150,0.025828,0.022107,cf9144a8
0.006964,0.001286,0.001707,0.000039,0.006643,0.012651,0,0.004530,0.004002,0.006188,0.001000,0.003930,0.003598,f46f7549
0.023139,0.066376,0.017186,0.051115,0.007761,0.064868,0,0.009722,0.008033,0.010161,0.055698,0.020904,0.017060,bd2fd8ca
0.003188,0.032299,0.005480,0.063099,0.024725,0.272967,0,0.012933,0.008685,0.012014,0.027526,0.015290,0.012430,b410c773
0.944329,0.976126,0.995106,0.974527,0.983604,0.984384,1,0.986475,0.985355,0.980945,0.999000,0.987944,0.988986,3bbdc809
0.993869,0.926057,0.977013,0.980010,0.999523,0.992197,1,0.987960,0.994862,0.983485,0.936500,0.975702,0.984631,8eed8346
0.059099,0.168996,0.043832,0.244842,0.145321,0.646391,0,0.054204,0.044444,0.037452,0.022161,0.039565,0.039883,4bc45388
0.823171,0.833101,0.833821,0.980110,0.940196,0.910976,1,0.969726,0.981413,0.977924,0.999000,0.982016,0.985835,29c69ecb
0.858400,0.790101,0.937042,0.194063,0.158377,0.152773,0,0.571230,0.569639,0.616592,0.420274,0.544434,0.545850,f29ff564
0.253505,0.040838,0.406020,0.250180,0.063509,0.565674,0,0.053414,0.023732,0.036987,0.001000,0.028783,0.020439,4a35362f
0.692572,0.804600,0.555544,0.948220,0.947337,0.850934,1,0.931183,0.985480,0.952373,0.999000,0.967009,0.987131,60bb1382
0.999293,0.987622,0.995597,0.989696,0.999859,0.986827,1,0.990079,0.998519,0.983539,0.999000,0.992784,0.998998,fd049c5e
0.000319,0.002075,0.001130,0.000006,0.000300,0.000227,0,0.006467,0.006200,0.008987,0.001000,0.005664,0.005431,5f477182
0.000000,0.000000,0.000072,0.000000,0.000482,0.004272,0,0.006142,0.006383,0.009252,0.001000,0.005694,0.005586,df478779
0.013455,0.037671,0.029047,0.001695,0.000662,0.001129,0,0.007248,0.006481,0.009248,0.001000,0.005994,0.005659,07d60155
0.006117,0.014677,0.006420,0.022473,0.000425,0.019034,0,0.007024,0.006200,0.008918,0.001000,0.005786,0.005426,e0a4f516
0.505058,0.877342,0.712093,0.454991,0.130617,0.505164,0,0.647552,0.750118,0.602696,0.603170,0.650884,0.713780,c335f5e7
0.274533,0.633866,0.237785,0.473625,0.729001,0.653541,0,0.510270,0.766654,0.442492,0.569656,0.572268,0.708973,aaef2165
0.933851,0.643097,0.730335,0.180584,0.078054,0.464397,0,0.482078,0.744821,0.611511,0.461174,0.574896,0.683999,2330d08a
0.001612,0.006231,0.005425,0.000396,0.005785,0.000350,0,0.008487,0.001446,0.011870,0.001000,0.005701,0.002076,ed4f83f1
0.000012,0.004939,0.000297,0.000092,0.000237,0.000100,0,0.006505,0.006200,0.008987,0.001000,0.005673,0.005431,a2d9dcdd
0.400151,0.440971,0.710355,0.152665,0.650287,0.888892,1,0.572797,0.314626,0.763242,0.633995,0.571165,0.405094,af1eb06e
0.999230,0.996001,0.999638,0.988913,0.998252,0.999900,1,0.988921,0.992822,0.980608,0.999000,0.990338,0.994542,17634039
0.985748,0.976602,0.993861,0.953384,0.998689,0.959798,1,0.988997,0.998106,0.983734,0.999000,0.992459,0.998703,adb3b1dc
0.953311,0.994651,0.992957,0.997375,0.999005,0.999900,1,0.991040,0.995597,0.983527,0.999000,0.992291,0.996814,ae82da14
0.876664,0.777209,0.470403,0.905610,0.911873,0.469927,1,0.887349,0.749668,0.897406,0.824733,0.839789,0.774771,aa024698
0.962966,0.982101,0.937200,0.960399,0.977424,0.940558,1,0.987525,0.961432,0.983830,0.999000,0.982947,0.971309,796dfa06
0.989095,0.993985,0.993364,0.996832,0.995460,0.680631,1,0.986770,0.985688,0.978176,0.999000,0.987409,0.989046,de0460c0
0.015219,0.001496,0.006458,0.152009,0.052568,0.118642,0,0.012178,0.008616,0.011999,0.001000,0.008448,0.007442,c5cb318a
0.939706,0.817529,0.752920,0.900932,0.995369,0.944487,1,0.968423,0.995028,0.978963,0.999000,0.985353,0.996078,5587d806
0.999969,0.999958,0.998976,0.999612,0.999458,0.999900,1,0.991615,0.995041,0.983317,0.999000,0.992243,0.996384,cdd37130
0.791460,0.652703,0.652933,0.512526,0.918510,0.911078,1,0.898825,0.971128,0.959962,0.933658,0.940893,0.964766,94462587
0.997872,0.991056,0.996538,0.990897,0.998452,0.990131,1,0.990196,0.998198,0.983518,0.999000,0.992728,0.998757,542dc0f1
0.043872,0.141165,0.299364,0.188393,0.778939,0.094027,0,0.126031,0.039517,0.073928,0.080815,0.080073,0.049605,aa78ee28
0.967235,0.994320,0.988201,0.999870,0.997214,0.973130,1,0.990642,0.995116,0.983703,0.999000,0.992115,0.996467,4ff0b518
0.000000,0.000000,0.000005,0.000056,0.000515,0.000852,0,0.006125,0.006383,0.009263,0.001000,0.005693,0.005587,932d8a37
0.013997,0.024384,0.246373,0.332863,0.223121,0.244350,0,0.043061,0.012056,0.019717,0.058093,0.033232,0.021163,0925dff9
0.998439,0.997758,0.995735,0.998511,0.978560,0.965819,1,0.989275,0.991176,0.982334,0.999000,0.990446,0.993430,96b89aba
0.750095,0.746392,0.432403,0.397307,0.982156,0.921151,1,0.854735,0.953855,0.935835,0.917632,0.915514,0.947233,e19e1599
0.081021,0.076911,0.085015,0.001140,0.008487,0.010829,0,0.007092,0.004761,0.006537,0.027356,0.011437,0.009094,eac1ed77
0.503813,0.834903,0.823817,0.860710,0.949648,0.787244,1,0.955311,0.966361,0.956514,0.976076,0.963565,0.968863,1b7acd4c
0.000005,0.000543,0.000260,0.000030,0.000369,0.000100,0,0.006131,0.006383,0.009265,0.001000,0.005695,0.005587,11745012
0.005103,0.000251,0.001634,0.001964,0.005381,0.033453,0,0.008663,0.001198,0.011780,0.001000,0.005660,0.001884,5d500eef
0.852371,0.733947,0.664386,0.890669,0.763690,0.795731,1,0.906210,0.916118,0.953919,0.921015,0.924316,0.920902,25099fdb
0.998413,0.999956,0.998426,0.999539,0.998493,0.999900,1,0.991577,0.995041,0.983332,0.999000,0.992237,0.996385,af64e5df
0.000014,0.000000,0.001016,0.000008,0.004320,0.001242,0,0.004387,0.004002,0.006218,0.001000,0.003902,0.003600,42d5bfdb
0.754422,0.721504,0.763071,0.321092,0.835608,0.727054,1,0.867621,0.943113,0.958930,0.919589,0.922313,0.941147,8f7cfa57
0.000052,0.000004,0.000296,0.000007,0.000417,0.000100,0,0.004338,0.004002,0.006224,0.001000,0.003891,0.003601,b95d879e
0.999051,0.999999,0.999248,0.999155,0.999683,0.999900,1,0.990650,0.993125,0.982947,0.999000,0.991430,0.994928,492b5f24
0.236403,0.626856,0.379671,0.806598,0.989568,0.822982,1,0.798110,0.885169,0.738827,0.734430,0.789134,0.848390,59faf76c
0.986859,0.994360,0.996177,0.998668,0.998885,0.984881,1,0.990205,0.998197,0.983585,0.999000,0.992747,0.998761,3bc6f607
0.997331,0.993829,0.998257,0.991005,0.996704,0.990097,1,0.989782,0.992942,0.982220,0.999000,0.990986,0.994741,cc93f030
0.968479,0.738863,0.938676,0.955394,0.678888,0.930244,1,0.956871,0.976511,0.970836,0.941698,0.961479,0.971026,0498f9ab
0.070144,0.005922,0.003861,0.057926,0.092346,0.543607,0,0.023070,0.043600,0.022925,0.022584,0.028045,0.038341,cf7a269a
0.965297,0.984765,0.993351,0.993867,0.814218,0.964457,1,0.983186,0.990450,0.980420,0.978065,0.983030,0.988861,57efa83d
0.784503,0.821434,0.926473,0.588953,0.915309,0.745589,0,0.952378,0.949070,0.974170,0.925772,0.950348,0.947787,6fa53d41
0.747297,0.451320,0.334971,0.144477,0.515305,0.125434,1,0.208318,0.178200,0.269550,0.278937,0.233751,0.203427,4b951984
0.999950,0.999986,0.999950,0.999414,0.999936,0.999900,1,0.990676,0.991413,0.982938,0.999000,0.991007,0.993648,89d05291
0.962386,0.957043,0.960919,0.992339,0.996449,0.989416,1,0.986024,0.983704,0.981018,0.968100,0.979712,0.982007,a52bd61e
0.971928,0.977272,0.915374,0.997133,0.980190,0.993554,1,0.988293,0.959787,0.983528,0.973305,0.976228,0.965278,548cff84
0.522102,0.770929,0.724508,0.994470,0.997541,0.991088,1,0.958261,0.995220,0.955531,0.999000,0.977003,0.994623,b764665a
0.737217,0.820195,0.639486,0.403102,0.569898,0.333102,1,0.725257,0.579115,0.790914,0.724480,0.704941,0.621427,2c4668f9
0.007765,0.000050,0.010118,0.000554,0.000520,0.000220,0,0.004478,0.004002,0.006214,0.001000,0.003924,0.003600,8b2054f8
0.617677,0.869099,0.634953,0.242846,0.892542,0.661027,1,0.880451,0.961770,0.940567,0.886669,0.917364,0.947708,74725cf4
0.925117,0.977421,0.994812,0.973430,0.997288,0.816148,1,0.986613,0.998424,0.982909,0.999000,0.991737,0.998884,364a544e
0.002324,0.000310,0.001491,0.011485,0.001001,0.000865,0,0.006246,0.008792,0.009256,0.001000,0.006324,0.007386,d0a54ee0
